ppap_id,supplier_id,component,submission_level,submission_date,approval_date,cycle_days,status,trigger
PPAP-2025-0413,SUP014,Connector bracket,Level 3,2025-08-09,2025-08-22,13,Approved,New launch
PPAP-2025-0414,SUP006,Fuel pump module,Level 5,2025-08-10,2025-09-07,28,Approved,New launch
PPAP-2025-0415,SUP002,Window lift actuator,Level 5,2025-08-12,2025-09-06,25,Approved,Engineering change
PPAP-2025-0416,SUP002,Electric seat actuator,Level 3,2025-08-13,2025-09-02,20,Interim Approved,Re-qualification
PPAP-2025-0417,SUP014,Wiper arm,Level 3,2025-08-14,2025-08-21,7,Approved,Tooling transfer
PPAP-2025-0418,SUP001,Fan shroud,Level 3,2025-08-14,2025-09-03,20,Approved,Tooling transfer
PPAP-2025-0419,SUP008,Window lift actuator,Level 3,2025-08-15,2025-09-02,18,Approved,Engineering change
PPAP-2025-0420,SUP001,Electric seat actuator,Level 3,2025-08-20,2025-09-04,15,Approved,Engineering change
PPAP-2025-0421,SUP010,Wiper arm,Level 3,2025-08-20,2025-09-25,36,Interim Approved,Engineering change
PPAP-2025-0422,SUP001,ECU housing,Level 3,2025-08-23,2025-08-30,7,Approved,Re-qualification
PPAP-2025-0423,SUP009,ECU housing,Level 3,2025-08-24,2025-09-19,26,Interim Approved,Engineering change
PPAP-2025-0424,SUP014,Control lever,Level 3,2025-08-26,2025-09-16,21,Approved,Engineering change
PPAP-2025-0425,SUP013,Control lever,Level 3,2025-08-27,2025-09-01,5,Approved,New launch
PPAP-2025-0426,SUP012,Window lift actuator,Level 5,2025-08-28,2025-09-29,32,Approved,Engineering change
PPAP-2025-0427,SUP015,Fuel pump module,Level 3,2025-08-28,2025-09-12,15,Approved,Engineering change
PPAP-2025-0428,SUP013,Wiper arm,Level 3,2025-08-31,2025-09-07,7,Approved,Tooling transfer
PPAP-2025-0429,SUP003,Engine fan,Level 5,2025-09-04,2025-09-19,15,Rejected,Engineering change
PPAP-2025-0430,SUP015,Fan shroud,Level 3,2025-09-04,2025-10-11,37,Rejected,New launch
PPAP-2025-0431,SUP010,ECU housing,Level 3,2025-09-06,2025-10-17,41,Rejected,New launch
PPAP-2025-0432,SUP009,Connector bracket,Level 3,2025-09-06,2025-10-03,27,Approved,Engineering change
PPAP-2025-0433,SUP011,Engine fan,Level 3,2025-09-09,2025-09-15,6,Approved,Re-qualification
PPAP-2025-0434,SUP006,Window lift actuator,Level 3,2025-09-09,2025-09-29,20,Approved,New launch
PPAP-2025-0435,SUP006,Fan shroud,Level 5,2025-09-12,2025-10-21,39,Interim Approved,New launch
PPAP-2025-0436,SUP015,Connector bracket,Level 3,2025-09-13,2025-10-19,36,Rejected,Engineering change
PPAP-2025-0437,SUP010,ECU housing,Level 5,2025-09-17,2025-10-28,41,Approved,Engineering change
PPAP-2025-0438,SUP003,Wiper arm,Level 3,2025-09-22,2025-10-03,11,Approved,Engineering change
PPAP-2025-0439,SUP001,Engine fan,Level 3,2025-09-24,2025-10-18,24,Approved,Engineering change
PPAP-2025-0440,SUP001,Connector bracket,Level 3,2025-09-24,2025-10-07,13,Approved,Engineering change
PPAP-2025-0441,SUP004,Engine fan,Level 3,2025-09-26,2025-10-29,33,Rejected,Engineering change
PPAP-2025-0442,SUP015,Electric seat actuator,Level 1,2025-09-26,2025-10-28,32,Approved,Engineering change
PPAP-2025-0443,SUP010,ECU housing,Level 3,2025-09-28,2025-11-16,49,Approved,Engineering change
PPAP-2025-0444,SUP008,Electric seat actuator,Level 5,2025-09-29,2025-11-28,60,Interim Approved,New launch
PPAP-2025-0445,SUP010,Fan shroud,Level 3,2025-09-29,2025-11-01,33,Rejected,Engineering change
PPAP-2025-0446,SUP004,ECU housing,Level 5,2025-10-02,2025-11-25,54,Approved,New launch
PPAP-2025-0447,SUP005,Control lever,Level 1,2025-10-03,2025-11-18,46,Approved,Engineering change
PPAP-2025-0448,SUP014,Cooling pump,Level 3,2025-10-06,2025-10-18,12,Approved,Re-qualification
PPAP-2025-0449,SUP010,Control lever,Level 3,2025-10-10,2025-11-10,31,Approved,Tooling transfer
PPAP-2025-0450,SUP008,Electric seat actuator,Level 5,2025-10-11,2025-11-26,46,Rejected,Engineering change
PPAP-2025-0451,SUP013,ECU housing,Level 1,2025-10-11,2025-10-25,14,Interim Approved,New launch
PPAP-2025-0452,SUP007,ECU housing,Level 3,2025-10-11,2025-10-20,9,Approved,Re-qualification
PPAP-2025-0453,SUP014,Control lever,Level 3,2025-10-11,2025-10-16,5,Interim Approved,Engineering change
PPAP-2025-0454,SUP005,Window lift actuator,Level 5,2025-10-13,2025-11-24,42,Rejected,Re-qualification
PPAP-2025-0455,SUP014,Connector bracket,Level 3,2025-10-13,2025-11-04,22,Rejected,Engineering change
PPAP-2025-0456,SUP011,Fan shroud,Level 3,2025-10-13,2025-10-19,6,Approved,New launch
PPAP-2025-0457,SUP009,Engine fan,Level 3,2025-10-18,2025-11-25,38,Interim Approved,Engineering change
PPAP-2025-0458,SUP004,Engine fan,Level 1,2025-10-19,2025-12-06,48,Rejected,Engineering change
PPAP-2025-0459,SUP013,Wiper arm,Level 3,2025-10-20,2025-11-01,12,Interim Approved,Re-qualification
PPAP-2025-0460,SUP006,Wiper arm,Level 3,2025-10-20,2025-11-24,35,Interim Approved,Tooling transfer
PPAP-2025-0461,SUP003,Engine fan,Level 3,2025-10-22,2025-11-05,14,Interim Approved,Tooling transfer
PPAP-2025-0462,SUP004,Cooling pump,Level 3,2025-10-22,2025-11-04,13,Approved,Re-qualification
PPAP-2025-0463,SUP011,Cooling pump,Level 3,2025-10-26,2025-11-11,16,Approved,Re-qualification
PPAP-2025-0464,SUP006,Control lever,Level 3,2025-10-30,2025-12-10,41,Interim Approved,Engineering change
PPAP-2025-0465,SUP009,Engine fan,Level 3,2025-10-31,2025-12-01,31,Approved,Engineering change
PPAP-2025-0466,SUP002,Engine fan,Level 3,2025-11-05,2025-11-24,19,Interim Approved,Re-qualification
PPAP-2025-0467,SUP009,Control lever,Level 3,2025-11-05,2025-12-13,38,Interim Approved,Engineering change
PPAP-2025-0468,SUP006,Fuel pump module,Level 3,2025-11-05,2025-11-28,23,Approved,Tooling transfer
PPAP-2025-0469,SUP006,Cooling pump,Level 5,2025-11-06,2025-12-08,32,Rejected,New launch
PPAP-2025-0470,SUP013,Control lever,Level 5,2025-11-06,2025-11-16,10,Approved,Engineering change
PPAP-2025-0471,SUP011,Fan shroud,Level 3,2025-11-08,2025-11-23,15,Interim Approved,Engineering change
PPAP-2025-0472,SUP008,Control lever,Level 3,2025-11-08,2026-01-06,59,Approved,Tooling transfer
PPAP-2025-0473,SUP002,Fuel pump module,Level 3,2025-11-10,2025-11-20,10,Rejected,Engineering change
PPAP-2025-0474,SUP008,Connector bracket,Level 3,2025-11-11,2025-12-23,42,Interim Approved,Re-qualification
PPAP-2025-0475,SUP004,Cooling pump,Level 3,2025-11-11,2025-12-07,26,Approved,Re-qualification
PPAP-2025-0476,SUP005,Window lift actuator,Level 1,2025-11-16,2025-12-10,24,Rejected,New launch
PPAP-2025-0477,SUP003,Fan shroud,Level 3,2025-11-17,2025-12-04,17,Approved,New launch
PPAP-2025-0478,SUP001,Fan shroud,Level 1,2025-11-18,2025-12-12,24,Approved,Re-qualification
PPAP-2025-0479,SUP009,Window lift actuator,Level 3,2025-11-18,2025-12-21,33,Approved,New launch
PPAP-2025-0480,SUP012,Window lift actuator,Level 3,2025-11-19,2025-11-29,10,Approved,Engineering change
PPAP-2025-0481,SUP008,Control lever,Level 3,2025-11-19,2025-12-14,25,Rejected,Re-qualification
PPAP-2025-0482,SUP008,ECU housing,Level 3,2025-11-21,2026-01-04,44,Approved,Tooling transfer
PPAP-2025-0483,SUP010,Window lift actuator,Level 5,2025-11-22,2025-12-13,21,Approved,Engineering change
PPAP-2025-0484,SUP002,ECU housing,Level 1,2025-11-22,2025-12-21,29,Rejected,Re-qualification
PPAP-2025-0485,SUP004,Control lever,Level 3,2025-11-23,2026-01-04,42,Interim Approved,Engineering change
PPAP-2025-0486,SUP009,Fan shroud,Level 1,2025-11-25,2026-01-01,37,Approved,New launch
PPAP-2025-0487,SUP002,ECU housing,Level 3,2025-11-25,2026-01-01,37,Approved,Engineering change
PPAP-2025-0488,SUP011,Fan shroud,Level 3,2025-11-26,2025-12-07,11,Approved,New launch
PPAP-2025-0489,SUP007,Wiper arm,Level 3,2025-11-30,2025-12-11,11,Interim Approved,Engineering change
PPAP-2025-0490,SUP013,Cooling pump,Level 5,2025-11-30,2025-12-07,7,Interim Approved,Engineering change
PPAP-2025-0491,SUP010,Electric seat actuator,Level 3,2025-11-30,2026-01-08,39,Approved,New launch
PPAP-2025-0492,SUP009,Wiper arm,Level 1,2025-12-02,2026-01-19,48,Approved,Re-qualification
PPAP-2025-0493,SUP004,ECU housing,Level 3,2025-12-02,2026-01-09,38,Approved,New launch
PPAP-2025-0494,SUP012,Fan shroud,Level 3,2025-12-03,2025-12-17,14,Rejected,Engineering change
PPAP-2025-0495,SUP010,Electric seat actuator,Level 3,2025-12-03,2025-12-28,25,Rejected,Engineering change
PPAP-2025-0496,SUP004,Fuel pump module,Level 3,2025-12-07,2026-01-02,26,Interim Approved,Engineering change
PPAP-2025-0497,SUP009,Engine fan,Level 3,2025-12-08,2026-01-24,47,Interim Approved,Engineering change
PPAP-2025-0498,SUP008,Fuel pump module,Level 3,2025-12-09,2026-02-18,71,Approved,Engineering change
PPAP-2025-0499,SUP009,Engine fan,Level 3,2025-12-10,2026-02-01,53,Approved,New launch
PPAP-2025-0500,SUP009,Electric seat actuator,Level 3,2025-12-10,2026-01-16,37,Approved,Engineering change
PPAP-2025-0501,SUP005,Control lever,Level 5,2025-12-10,2026-01-21,42,Interim Approved,Engineering change
PPAP-2025-0502,SUP015,Engine fan,Level 3,2025-12-10,2026-01-15,36,Approved,New launch
PPAP-2025-0503,SUP008,Window lift actuator,Level 3,2025-12-10,2026-01-14,35,Approved,Engineering change
PPAP-2025-0504,SUP005,Connector bracket,Level 3,2025-12-13,2026-01-11,29,Interim Approved,New launch
PPAP-2025-0505,SUP007,Fuel pump module,Level 3,2025-12-13,2025-12-29,16,Approved,Engineering change
PPAP-2025-0506,SUP005,Fan shroud,Level 1,2025-12-14,2026-01-11,28,Approved,Engineering change
PPAP-2025-0507,SUP005,Cooling pump,Level 1,2025-12-18,2026-01-23,36,Approved,Tooling transfer
PPAP-2025-0508,SUP006,Window lift actuator,Level 5,2025-12-21,2026-01-22,32,Approved,Engineering change
PPAP-2025-0509,SUP010,ECU housing,Level 5,2025-12-25,2026-02-21,58,Approved,New launch
PPAP-2025-0510,SUP014,ECU housing,Level 5,2025-12-28,2026-01-13,16,Approved,New launch
PPAP-2025-0511,SUP007,Connector bracket,Level 5,2025-12-29,2026-01-18,20,Approved,New launch
PPAP-2025-0512,SUP007,Connector bracket,Level 1,2025-12-29,2026-01-13,15,Approved,Engineering change
PPAP-2025-0513,SUP003,ECU housing,Level 3,2025-12-29,2026-01-13,15,Approved,Re-qualification
PPAP-2025-0514,SUP014,Electric seat actuator,Level 1,2025-12-31,2026-01-10,10,Rejected,New launch
PPAP-2026-0515,SUP002,ECU housing,Level 3,2026-01-01,2026-01-19,18,Interim Approved,Engineering change
PPAP-2026-0516,SUP008,Cooling pump,Level 3,2026-01-01,2026-01-25,24,Interim Approved,Engineering change
PPAP-2026-0517,SUP011,Control lever,Level 3,2026-01-02,2026-01-20,18,Approved,New launch
PPAP-2026-0518,SUP014,Fuel pump module,Level 3,2026-01-03,2026-01-17,14,Rejected,Re-qualification
PPAP-2026-0519,SUP015,Window lift actuator,Level 3,2026-01-04,2026-02-06,33,Approved,Re-qualification
PPAP-2026-0520,SUP001,Connector bracket,Level 3,2026-01-04,2026-01-20,16,Approved,New launch
PPAP-2026-0521,SUP008,Connector bracket,Level 1,2026-01-04,2026-02-07,34,Approved,New launch
PPAP-2026-0522,SUP005,Fuel pump module,Level 5,2026-01-05,2026-01-27,22,Interim Approved,New launch
PPAP-2026-0523,SUP012,Fan shroud,Level 3,2026-01-05,2026-01-29,24,Approved,New launch
PPAP-2026-0524,SUP003,Fan shroud,Level 3,2026-01-08,2026-01-23,15,Approved,New launch
PPAP-2026-0525,SUP004,Connector bracket,Level 3,2026-01-11,2026-02-14,34,Rejected,Engineering change
PPAP-2026-0526,SUP004,Wiper arm,Level 3,2026-01-11,2026-02-14,34,Interim Approved,New launch
PPAP-2026-0527,SUP011,ECU housing,Level 1,2026-01-12,2026-02-05,24,Approved,Engineering change
PPAP-2026-0528,SUP014,Window lift actuator,Level 3,2026-01-14,2026-01-22,8,Interim Approved,New launch
PPAP-2026-0529,SUP014,Fan shroud,Level 3,2026-01-15,2026-01-30,15,Approved,New launch
PPAP-2026-0530,SUP013,Connector bracket,Level 3,2026-01-17,2026-02-01,15,Interim Approved,New launch
PPAP-2026-0531,SUP005,Wiper arm,Level 3,2026-01-18,2026-02-28,41,Interim Approved,New launch
PPAP-2026-0532,SUP005,Electric seat actuator,Level 5,2026-01-19,2026-02-16,28,Approved,Re-qualification
PPAP-2026-0533,SUP007,ECU housing,Level 5,2026-01-20,2026-02-11,22,Approved,New launch
PPAP-2026-0534,SUP009,Cooling pump,Level 3,2026-01-22,2026-02-23,32,Interim Approved,Engineering change
PPAP-2026-0535,SUP003,Cooling pump,Level 5,2026-01-23,2026-02-04,12,Approved,Engineering change
PPAP-2026-0536,SUP010,Cooling pump,Level 3,2026-01-24,2026-02-28,35,Approved,New launch
PPAP-2026-0537,SUP003,Connector bracket,Level 1,2026-01-24,2026-02-02,9,Approved,New launch
PPAP-2026-0538,SUP009,ECU housing,Level 3,2026-01-25,2026-03-01,35,Rejected,Engineering change
PPAP-2026-0539,SUP006,Wiper arm,Level 3,2026-01-26,2026-02-13,18,Approved,Tooling transfer
PPAP-2026-0540,SUP012,Fuel pump module,Level 3,2026-01-29,2026-02-20,22,Approved,Re-qualification
PPAP-2026-0541,SUP010,ECU housing,Level 3,2026-02-01,2026-02-28,27,Approved,New launch
PPAP-2026-0542,SUP004,Fan shroud,Level 5,2026-02-04,2026-03-16,40,Approved,Engineering change
PPAP-2026-0543,SUP002,Engine fan,Level 3,2026-02-04,2026-02-23,19,Approved,Engineering change
PPAP-2026-0544,SUP005,Electric seat actuator,Level 3,2026-02-10,2026-03-21,39,Rejected,Re-qualification
PPAP-2026-0545,SUP001,Connector bracket,Level 3,2026-02-10,2026-02-23,13,Approved,New launch
PPAP-2026-0546,SUP004,Fuel pump module,Level 3,2026-02-16,2026-04-16,59,Interim Approved,Re-qualification
PPAP-2026-0547,SUP009,Cooling pump,Level 3,2026-02-20,2026-03-21,29,Approved,Tooling transfer
PPAP-2026-0548,SUP006,Control lever,Level 5,2026-02-23,2026-03-21,26,Rejected,Engineering change
PPAP-2026-0549,SUP014,Electric seat actuator,Level 3,2026-02-24,2026-03-06,10,Approved,New launch
PPAP-2026-0550,SUP015,Connector bracket,Level 3,2026-02-25,2026-03-13,16,Rejected,Engineering change
PPAP-2026-0551,SUP001,ECU housing,Level 1,2026-02-25,2026-03-06,9,Approved,Tooling transfer
PPAP-2026-0552,SUP005,Cooling pump,Level 3,2026-02-27,2026-03-26,27,Interim Approved,Engineering change
PPAP-2026-0553,SUP008,ECU housing,Level 3,2026-02-27,2026-03-26,27,Interim Approved,New launch
PPAP-2026-0554,SUP010,Window lift actuator,Level 3,2026-03-01,2026-04-07,37,Approved,New launch
PPAP-2026-0555,SUP011,Window lift actuator,Level 3,2026-03-03,2026-03-13,10,Approved,Tooling transfer
PPAP-2026-0556,SUP002,Engine fan,Level 1,2026-03-05,2026-03-26,21,Approved,Engineering change
PPAP-2026-0557,SUP008,Wiper arm,Level 3,2026-03-07,2026-05-13,67,Approved,Engineering change
PPAP-2026-0558,SUP001,Cooling pump,Level 1,2026-03-07,2026-03-25,18,Rejected,Re-qualification
PPAP-2026-0559,SUP007,ECU housing,Level 5,2026-03-09,2026-03-18,9,Approved,New launch
PPAP-2026-0560,SUP006,Electric seat actuator,Level 1,2026-03-09,2026-03-23,14,Approved,New launch
PPAP-2026-0561,SUP008,Cooling pump,Level 5,2026-03-12,2026-04-21,40,Approved,New launch
PPAP-2026-0562,SUP012,Connector bracket,Level 3,2026-03-18,2026-04-03,16,Approved,Engineering change
PPAP-2026-0563,SUP001,ECU housing,Level 1,2026-03-18,2026-04-08,21,Approved,Engineering change
PPAP-2026-0564,SUP005,Connector bracket,Level 5,2026-03-19,2026-04-10,22,Interim Approved,Engineering change
PPAP-2026-0565,SUP006,Electric seat actuator,Level 1,2026-03-20,2026-04-28,39,Approved,Engineering change
PPAP-2026-0566,SUP010,Connector bracket,Level 1,2026-03-21,2026-04-23,33,Approved,New launch
PPAP-2026-0567,SUP015,Electric seat actuator,Level 1,2026-03-23,2026-05-06,44,Rejected,New launch
PPAP-2026-0568,SUP005,Window lift actuator,Level 3,2026-03-24,2026-04-19,26,Interim Approved,Engineering change
PPAP-2026-0569,SUP012,Cooling pump,Level 1,2026-03-25,2026-04-22,28,Approved,Tooling transfer
PPAP-2026-0570,SUP009,Wiper arm,Level 3,2026-03-26,2026-05-05,40,Rejected,Tooling transfer
PPAP-2026-0571,SUP013,Engine fan,Level 1,2026-03-26,2026-04-06,11,Approved,New launch
PPAP-2026-0572,SUP010,Cooling pump,Level 3,2026-03-26,2026-05-08,43,Interim Approved,New launch
PPAP-2026-0573,SUP013,Wiper arm,Level 3,2026-03-27,2026-04-04,8,Approved,New launch
PPAP-2026-0574,SUP013,Fuel pump module,Level 3,2026-03-28,2026-04-10,13,Interim Approved,New launch
PPAP-2026-0575,SUP012,Control lever,Level 3,2026-03-29,2026-04-14,16,Approved,Engineering change
PPAP-2026-0576,SUP003,Engine fan,Level 1,2026-03-29,2026-04-19,21,Approved,New launch
PPAP-2026-0577,SUP001,Window lift actuator,Level 3,2026-04-02,2026-04-21,19,Approved,New launch
PPAP-2026-0578,SUP010,Control lever,Level 3,2026-04-03,2026-04-26,23,Rejected,New launch
PPAP-2026-0579,SUP014,Fan shroud,Level 5,2026-04-04,2026-04-21,17,Interim Approved,Engineering change
PPAP-2026-0580,SUP002,Connector bracket,Level 3,2026-04-05,2026-05-07,32,Approved,New launch
PPAP-2026-0581,SUP005,Control lever,Level 3,2026-04-05,2026-04-19,14,Approved,New launch
PPAP-2026-0582,SUP001,Electric seat actuator,Level 3,2026-04-06,2026-04-17,11,Approved,New launch
PPAP-2026-0583,SUP001,Fuel pump module,Level 5,2026-04-07,2026-04-18,11,Interim Approved,New launch
PPAP-2026-0584,SUP015,Connector bracket,Level 3,2026-04-07,2026-04-24,17,Interim Approved,Engineering change
PPAP-2026-0585,SUP009,Control lever,Level 3,2026-04-07,2026-05-25,48,Approved,New launch
PPAP-2026-0586,SUP010,ECU housing,Level 1,2026-04-09,2026-05-16,37,Approved,New launch
PPAP-2026-0587,SUP013,ECU housing,Level 1,2026-04-15,2026-04-25,10,Approved,Engineering change
PPAP-2026-0588,SUP007,Cooling pump,Level 3,2026-04-16,2026-04-27,11,Approved,Engineering change
PPAP-2026-0589,SUP001,Connector bracket,Level 3,2026-04-16,2026-05-02,16,Approved,New launch
PPAP-2026-0590,SUP003,Connector bracket,Level 5,2026-04-20,2026-04-28,8,Approved,Engineering change
PPAP-2026-0591,SUP006,Electric seat actuator,Level 3,2026-04-20,2026-05-06,16,Approved,New launch
PPAP-2026-0592,SUP002,Connector bracket,Level 3,2026-04-21,2026-05-12,21,Approved,New launch
PPAP-2026-0593,SUP008,Electric seat actuator,Level 1,2026-04-22,2026-05-15,23,Approved,New launch
PPAP-2026-0594,SUP005,Electric seat actuator,Level 3,2026-04-25,2026-05-27,32,Interim Approved,Engineering change
PPAP-2026-0595,SUP004,Control lever,Level 3,2026-04-25,2026-05-30,35,Rejected,New launch
PPAP-2026-0596,SUP002,Connector bracket,Level 3,2026-04-26,2026-05-18,22,Approved,Engineering change
PPAP-2026-0597,SUP003,Cooling pump,Level 3,2026-04-26,2026-05-06,10,Interim Approved,Engineering change
PPAP-2026-0598,SUP003,Cooling pump,Level 1,2026-04-27,2026-05-06,9,Approved,Engineering change
PPAP-2026-0599,SUP007,ECU housing,Level 3,2026-04-28,2026-05-12,14,Approved,Engineering change
PPAP-2026-0600,SUP014,Electric seat actuator,Level 3,2026-04-29,2026-05-04,5,Approved,Engineering change
PPAP-2026-0601,SUP005,Cooling pump,Level 3,2026-04-29,2026-05-23,24,Approved,Engineering change
PPAP-2026-0602,SUP013,Cooling pump,Level 3,2026-05-02,2026-05-10,8,Approved,New launch
PPAP-2026-0603,SUP011,Cooling pump,Level 1,2026-05-02,2026-05-12,10,Approved,Engineering change
PPAP-2026-0604,SUP001,Control lever,Level 1,2026-05-03,2026-05-16,13,Interim Approved,Engineering change
PPAP-2026-0605,SUP011,Engine fan,Level 3,2026-05-04,2026-05-19,15,Rejected,Tooling transfer
PPAP-2026-0606,SUP001,Fuel pump module,Level 3,2026-05-04,2026-06-05,32,Rejected,New launch
PPAP-2026-0607,SUP009,ECU housing,Level 3,2026-05-04,2026-06-03,30,Rejected,New launch
PPAP-2026-0608,SUP014,Window lift actuator,Level 1,2026-05-07,2026-05-25,18,Rejected,Engineering change
PPAP-2026-0609,SUP013,Connector bracket,Level 3,2026-05-08,2026-05-21,13,Approved,Engineering change
PPAP-2026-0610,SUP013,Electric seat actuator,Level 5,2026-05-10,2026-05-23,13,Approved,Re-qualification
PPAP-2026-0611,SUP013,Control lever,Level 3,2026-05-13,2026-05-22,9,Approved,New launch
PPAP-2026-0612,SUP012,ECU housing,Level 1,2026-05-16,2026-06-08,23,Approved,New launch
PPAP-2026-0613,SUP010,Fuel pump module,Level 1,2026-05-18,2026-06-02,15,Interim Approved,Re-qualification
PPAP-2026-0614,SUP005,Control lever,Level 3,2026-05-22,2026-06-05,14,Interim Approved,New launch
PPAP-2026-0615,SUP006,Fan shroud,Level 5,2026-05-24,,,In Review,Tooling transfer
PPAP-2026-0616,SUP007,Control lever,Level 5,2026-05-25,2026-06-08,14,Approved,New launch
PPAP-2026-0617,SUP012,Electric seat actuator,Level 3,2026-05-25,,,In Review,New launch
PPAP-2026-0618,SUP007,Electric seat actuator,Level 1,2026-05-27,2026-06-01,5,Approved,New launch
PPAP-2026-0619,SUP014,Cooling pump,Level 3,2026-05-28,2026-06-11,14,Approved,Re-qualification
PPAP-2026-0620,SUP004,Cooling pump,Level 3,2026-05-30,,,In Review,Engineering change
